"name","race","sex","called","educ","exp","honors","volunteer","cvquality","city","fracblack","fracdropout","logincome"
"Geoffrey","White","Male","No","College +",8,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Jay","White","Male","No","College +",8,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Jermaine","Black","Male","No","College +",20,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Jill","White","Female","No","College +",8,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Keisha","Black","Female","Yes","College +",2,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Keisha","Black","Female","No","College +",2,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Lakisha","Black","Female","No","College +",2,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Latonya","Black","Female","No","College +",6,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Latoya","Black","Female","No","College +",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Meredith","White","Female","No","College +",7,"No","No","Low","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Meredith","White","Female","No","College +",8,"No","Yes","High","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Neil","White","Male","No","College +",13,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Rasheed","Black","Male","No","College +",2,"No","Yes","High","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Todd","White","Male","No","College +",7,"No","No","Low","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Todd","White","Male","No","College +",5,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Tremayne","Black","Male","No","College +",6,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Tyrone","Black","Male","No","College +",2,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Tyrone","Black","Male","No","College +",14,"No","Yes","High","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Emily","White","Female","No","College +",7,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Lakisha","Black","Female","No","College +",5,"No","No","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Sarah","White","Female","Yes","College +",9,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Tanisha","Black","Female","No","Some college",4,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Allison","White","Female","No","Some college",13,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Kenya","Black","Female","No","College +",14,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Latonya","Black","Female","No","Some college",7,"No","No","Low","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Meredith","White","Female","Yes","Some college",4,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Anne","White","Female","No","College +",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Ebony","Black","Female","No","Some college",5,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Emily","White","Female","No","Highschool",19,"No","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Tamika","Black","Female","No","Some college",4,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Anne","White","Female","No","Highschool",19,"No","Yes","High","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Kenya","Black","Female","No","Some college",2,"No","No","Low","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Latonya","Black","Female","No","College +",5,"No","Yes","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Sarah","White","Female","No","Some college",4,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Ebony","Black","Female","No","College +",14,"No","Yes","High","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Kristen","White","Female","No","College +",5,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Laurie","White","Female","No","Some college",13,"No","No","Low","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Tamika","Black","Female","No","College +",11,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Allison","White","Female","No","Some college",2,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Jill","White","Female","No","College +",9,"No","Yes","High","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Kenya","Black","Female","No","Some college",1,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Lakisha","Black","Female","No","College +",14,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Anne","White","Female","Yes","Highschool",16,"No","No","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Emily","White","Female","No","Some college",5,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Kenya","Black","Female","No","Highschool",19,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Latoya","Black","Female","No","Some college",1,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Ebony","Black","Female","No","Highschool",16,"No","No","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Emily","White","Female","No","Some college",26,"Yes","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Jill","White","Female","No","Some college",2,"No","No","Low","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Tamika","Black","Female","No","Some college",4,"No","No","Low","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Allison","White","Female","Yes","College +",6,"No","No","Low","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Hakim","Black","Male","Yes","College +",8,"No","Yes","High","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Jamal","Black","Male","Yes","College +",6,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Jay","White","Male","Yes","College +",6,"No","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Anne","White","Female","No","Some college",7,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Emily","White","Female","No","College +",8,"No","No","Low","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Lakisha","Black","Female","No","Highschool",5,"No","No","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Latonya","Black","Female","No","College +",6,"No","Yes","High","Chicago",NA,NA,NA
"Anne","White","Female","No","College +",4,"Yes","No","High","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Ebony","Black","Female","No","Highschool",4,"No","No","Low","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Sarah","White","Female","No","College +",4,"No","No","Low","Chicago",0.104300543665886,0.101334653794765,10.5403289794922
"Tanisha","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Laurie","White","Female","No","College +",7,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Tamika","Black","Female","No","College +",4,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Emily","White","Female","No","College +",12,"No","No","Low","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Keisha","Black","Female","No","College +",10,"No","No","Low","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Latoya","Black","Female","No","Some college",13,"No","No","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Meredith","White","Female","No","Some college",13,"No","Yes","High","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Kristen","White","Female","No","College +",12,"Yes","No","High","Chicago",0.104300543665886,0.101334653794765,10.5403289794922
"Latoya","Black","Female","No","Highschool",10,"No","No","High","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Meredith","White","Female","No","Highschool",11,"No","Yes","Low","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Tanisha","Black","Female","No","College +",11,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Anne","White","Female","Yes","Some college",7,"No","Yes","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Kenya","Black","Female","Yes","College +",8,"No","No","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Sarah","White","Female","Yes","College +",6,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Tanisha","Black","Female","Yes","College +",7,"Yes","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Carrie","White","Female","No","College +",13,"No","No","Low","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Emily","White","Female","No","Some college",12,"No","Yes","High","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Keisha","Black","Female","No","Highschool",11,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Kenya","Black","Female","No","College +",11,"Yes","No","High","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Anne","White","Female","No","College +",5,"No","No","Low","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Emily","White","Female","No","Some college",5,"No","No","High","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Keisha","Black","Female","No","College +",5,"No","No","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Tanisha","Black","Female","No","Some college",6,"No","Yes","High","Chicago",0.945290684700012,0.25186488032341,8.93406009674072
"Emily","White","Female","No","Highschool",3,"No","Yes","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Kenya","Black","Female","No","Some college",9,"No","No","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Latonya","Black","Female","No","College +",7,"No","No","High","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Sarah","White","Female","No","Some college",5,"No","Yes","High","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Emily","White","Female","No","College +",11,"No","No","High","Chicago",0.0781422555446625,0.153909876942635,9.61065864562988
"Latonya","Black","Female","No","Some college",14,"No","No","High","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Latoya","Black","Female","No","College +",10,"No","No","Low","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Sarah","White","Female","No","College +",9,"Yes","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Emily","White","Female","No","College +",6,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Jill","White","Female","No","College +",6,"Yes","No","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Lakisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Latonya","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Anne","White","Female","No","College +",11,"No","Yes","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Ebony","Black","Female","No","College +",11,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Latoya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Meredith","White","Female","No","College +",6,"No","No","Low","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Allison","White","Female","No","College +",6,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Ebony","Black","Female","No","College +",11,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Emily","White","Female","No","College +",11,"No","Yes","High","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Latoya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Anne","White","Female","No","College +",14,"No","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Emily","White","Female","No","College +",6,"No","Yes","High","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Keisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Tamika","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Jill","White","Female","No","College +",6,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Lakisha","Black","Female","No","Some college",3,"No","Yes","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
